Date,Open,High,Low,Close,Volume,Adj Close
2016-04-06,0.63,0.63,0.63,0.63,3900,0.63
2016-04-05,0.625,0.625,0.625,0.625,8000,0.625
2016-04-04,0.65,0.65,0.65,0.65,000,0.65
2016-04-01,0.65,0.65,0.65,0.65,000,0.65
2016-03-31,0.645,0.65,0.645,0.65,8000,0.65
2016-03-30,0.61,0.61,0.61,0.61,000,0.61
2016-03-29,0.61,0.61,0.61,0.61,000,0.61
2016-03-28,0.61,0.61,0.61,0.61,000,0.61
2016-03-25,0.61,0.61,0.61,0.61,000,0.61
2016-03-24,0.61,0.61,0.61,0.61,000,0.61
2016-03-23,0.61,0.61,0.61,0.61,000,0.61
2016-03-22,0.61,0.61,0.61,0.61,000,0.61
2016-03-21,0.61,0.61,0.61,0.61,000,0.61
2016-03-18,0.61,0.61,0.61,0.61,000,0.61
2016-03-17,0.61,0.61,0.61,0.61,000,0.61
2016-03-16,0.61,0.61,0.61,0.61,000,0.61
2016-03-15,0.61,0.61,0.61,0.61,000,0.61
2016-03-14,0.61,0.61,0.61,0.61,000,0.61
2016-03-11,0.61,0.61,0.61,0.61,000,0.61
2016-03-10,0.61,0.61,0.61,0.61,000,0.61
2016-03-09,0.61,0.61,0.61,0.61,000,0.61
2016-03-08,0.61,0.61,0.61,0.61,000,0.61
2016-03-07,0.61,0.61,0.61,0.61,000,0.61
2016-03-04,0.61,0.61,0.61,0.61,20000,0.61
2016-03-03,0.67,0.67,0.67,0.67,000,0.67
2016-03-02,0.67,0.67,0.67,0.67,000,0.67
2016-03-01,0.67,0.67,0.67,0.67,000,0.67
2016-02-29,0.67,0.67,0.67,0.67,000,0.67
2016-02-26,0.67,0.67,0.67,0.67,000,0.67
2016-02-25,0.67,0.67,0.67,0.67,2000,0.67
2016-02-24,0.60,0.60,0.60,0.60,000,0.60
2016-02-23,0.60,0.60,0.60,0.60,000,0.60
2016-02-22,0.605,0.605,0.60,0.60,27300,0.60
2016-02-19,0.61,0.61,0.61,0.61,000,0.61
2016-02-18,0.61,0.61,0.61,0.61,6000,0.61
2016-02-17,0.605,0.605,0.605,0.605,000,0.605
2016-02-16,0.605,0.605,0.605,0.605,000,0.605
2016-02-15,0.605,0.605,0.605,0.605,30000,0.605
2016-02-12,0.605,0.605,0.605,0.605,000,0.605
2016-02-11,0.605,0.605,0.605,0.605,9000,0.605
2016-02-10,0.605,0.605,0.605,0.605,4000,0.605
2016-02-09,0.60,0.60,0.60,0.60,000,0.60
2016-02-08,0.60,0.60,0.60,0.60,000,0.60
2016-02-05,0.635,0.635,0.60,0.60,50000,0.60
2016-02-04,0.635,0.635,0.635,0.635,000,0.635
2016-02-03,0.635,0.635,0.635,0.635,000,0.635
2016-02-02,0.635,0.635,0.635,0.635,000,0.606
2016-02-01,0.635,0.635,0.635,0.635,000,0.606
2016-01-29,0.635,0.635,0.635,0.635,000,0.606
2016-01-28,0.635,0.635,0.635,0.635,000,0.606
2016-01-27,0.635,0.635,0.635,0.635,4000,0.606
2016-01-26,0.63,0.63,0.63,0.63,000,0.602
2016-01-25,0.635,0.635,0.63,0.63,8000,0.602
2016-01-22,0.63,0.63,0.63,0.63,000,0.602
2016-01-21,0.63,0.63,0.63,0.63,000,0.602
2016-01-20,0.63,0.63,0.63,0.63,000,0.602
2016-01-19,0.63,0.63,0.63,0.63,000,0.602
2016-01-18,0.65,0.65,0.63,0.63,8000,0.602
2016-01-15,0.66,0.66,0.66,0.66,16000,0.63
2016-01-14,0.64,0.64,0.64,0.64,000,0.611
2016-01-13,0.64,0.64,0.64,0.64,3000,0.611
2016-01-12,0.63,0.63,0.63,0.63,000,0.602
2016-01-11,0.63,0.63,0.63,0.63,000,0.602
2016-01-08,0.63,0.63,0.63,0.63,000,0.602
2016-01-07,0.645,0.645,0.63,0.63,5300,0.602
2016-01-06,0.67,0.67,0.67,0.67,000,0.64
2016-01-05,0.67,0.67,0.67,0.67,000,0.64
2016-01-04,0.67,0.67,0.67,0.67,3000,0.64
2016-01-01,0.645,0.645,0.645,0.645,000,0.616
2015-12-31,0.645,0.645,0.645,0.645,000,0.616
2015-12-30,0.645,0.645,0.645,0.645,000,0.616
2015-12-29,0.645,0.645,0.645,0.645,000,0.616
2015-12-28,0.645,0.645,0.645,0.645,000,0.616
2015-12-25,0.645,0.645,0.645,0.645,000,0.616
2015-12-24,0.645,0.645,0.645,0.645,000,0.616
2015-12-23,0.645,0.645,0.645,0.645,000,0.616
2015-12-22,0.645,0.645,0.645,0.645,000,0.616
2015-12-21,0.645,0.645,0.645,0.645,000,0.616
2015-12-18,0.645,0.645,0.645,0.645,000,0.616
2015-12-17,0.65,0.65,0.645,0.645,9300,0.616
2015-12-16,0.68,0.68,0.68,0.68,000,0.649
2015-12-15,0.68,0.68,0.68,0.68,000,0.649
2015-12-14,0.68,0.68,0.68,0.68,000,0.649
2015-12-11,0.68,0.68,0.68,0.68,000,0.649
2015-12-10,0.68,0.68,0.68,0.68,000,0.649
2015-12-09,0.68,0.68,0.68,0.68,000,0.649
2015-12-08,0.68,0.68,0.68,0.68,000,0.649
2015-12-07,0.675,0.68,0.675,0.68,56100,0.649
2015-12-04,0.64,0.64,0.64,0.64,000,0.611
2015-12-03,0.64,0.64,0.64,0.64,000,0.611
2015-12-02,0.64,0.64,0.64,0.64,000,0.611
2015-12-01,0.64,0.64,0.64,0.64,1000,0.611
2015-11-30,0.63,0.63,0.63,0.63,000,0.602
2015-11-27,0.63,0.63,0.63,0.63,000,0.602
2015-11-26,0.64,0.64,0.63,0.63,52500,0.602
2015-11-25,0.665,0.665,0.665,0.665,000,0.635
2015-11-24,0.665,0.665,0.665,0.665,000,0.635
2015-11-23,0.665,0.665,0.665,0.665,000,0.635
2015-11-20,0.665,0.665,0.665,0.665,000,0.635
2015-11-19,0.665,0.665,0.665,0.665,000,0.635
2015-11-18,0.665,0.665,0.665,0.665,1000,0.635
2015-11-17,0.63,0.63,0.63,0.63,000,0.602
2015-11-16,0.63,0.63,0.63,0.63,1500,0.602
2015-11-13,0.675,0.675,0.675,0.675,000,0.645
2015-11-12,0.675,0.675,0.675,0.675,000,0.645
2015-11-11,0.675,0.675,0.675,0.675,000,0.645
2015-11-10,0.675,0.675,0.675,0.675,1000,0.645
2015-11-09,0.68,0.68,0.68,0.68,000,0.649
2015-11-06,0.68,0.68,0.68,0.68,14000,0.649
2015-11-05,0.69,0.69,0.69,0.69,000,0.659
2015-11-04,0.69,0.69,0.69,0.69,000,0.659
2015-11-03,0.69,0.69,0.69,0.69,000,0.659
2015-11-02,0.69,0.69,0.69,0.69,000,0.659
2015-10-30,0.69,0.69,0.69,0.69,000,0.659
2015-10-29,0.69,0.69,0.69,0.69,13900,0.659
2015-10-28,0.70,0.70,0.70,0.70,000,0.668
2015-10-27,0.70,0.70,0.70,0.70,000,0.668
2015-10-26,0.70,0.70,0.70,0.70,000,0.668
2015-10-23,0.70,0.70,0.70,0.70,000,0.668
2015-10-22,0.70,0.70,0.70,0.70,000,0.668
2015-10-21,0.70,0.70,0.70,0.70,000,0.668
2015-10-20,0.70,0.70,0.70,0.70,000,0.668
2015-10-19,0.70,0.70,0.70,0.70,800,0.668
2015-10-16,0.65,0.65,0.65,0.65,000,0.621
2015-10-15,0.65,0.65,0.65,0.65,100,0.621
2015-10-14,0.65,0.65,0.65,0.65,9800,0.621
2015-10-13,0.63,0.63,0.63,0.63,000,0.602
2015-10-12,0.63,0.63,0.63,0.63,000,0.602
2015-10-09,0.63,0.63,0.63,0.63,000,0.602
2015-10-08,0.63,0.63,0.63,0.63,1500,0.602
2015-10-07,0.63,0.63,0.63,0.63,000,0.602
2015-10-06,0.63,0.63,0.63,0.63,000,0.602
2015-10-05,0.63,0.63,0.63,0.63,000,0.602
2015-10-02,0.63,0.63,0.63,0.63,000,0.602
2015-10-01,0.63,0.63,0.63,0.63,000,0.602
2015-09-30,0.63,0.63,0.63,0.63,000,0.602
2015-09-29,0.63,0.63,0.63,0.63,10000,0.602
2015-09-28,0.67,0.67,0.67,0.67,000,0.64
2015-09-25,0.67,0.67,0.67,0.67,000,0.64
2015-09-24,0.67,0.67,0.67,0.67,000,0.64
2015-09-23,0.67,0.67,0.67,0.67,000,0.64
2015-09-22,0.67,0.67,0.67,0.67,000,0.64
2015-09-21,0.67,0.67,0.67,0.67,000,0.64
2015-09-18,0.65,0.67,0.65,0.67,5000,0.64
2015-09-17,0.64,0.64,0.64,0.64,000,0.611
2015-09-16,0.64,0.64,0.64,0.64,000,0.611
2015-09-15,0.64,0.64,0.64,0.64,2000,0.611
2015-09-14,0.645,0.645,0.64,0.64,3000,0.611
2015-09-11,0.68,0.68,0.68,0.68,000,0.649
2015-09-10,0.68,0.68,0.68,0.68,000,0.649
2015-09-09,0.68,0.68,0.68,0.68,000,0.649
2015-09-08,0.68,0.68,0.68,0.68,000,0.649
2015-09-07,0.68,0.68,0.68,0.68,000,0.649
2015-09-04,0.675,0.68,0.675,0.68,25000,0.649
2015-09-03,0.66,0.66,0.66,0.66,5000,0.63
2015-09-02,0.65,0.65,0.65,0.65,000,0.621
2015-09-01,0.65,0.65,0.65,0.65,000,0.621
2015-08-31,0.645,0.65,0.64,0.65,13000,0.621
2015-08-28,0.635,0.635,0.635,0.635,000,0.606
2015-08-27,0.635,0.635,0.635,0.635,000,0.606
2015-08-26,0.635,0.635,0.635,0.635,000,0.606
2015-08-25,0.64,0.64,0.635,0.635,10000,0.606
2015-08-24,0.64,0.64,0.64,0.64,5100,0.611
2015-08-20,0.63,0.63,0.63,0.63,000,0.602
2015-08-19,0.63,0.63,0.63,0.63,000,0.602
2015-08-18,0.75,0.75,0.63,0.63,16800,0.602
2015-08-17,0.71,0.71,0.71,0.71,000,0.678
2015-08-14,0.71,0.71,0.71,0.71,5000,0.655
2015-08-13,0.71,0.71,0.71,0.71,000,0.655
2015-08-12,0.71,0.71,0.71,0.71,000,0.655
2015-08-11,0.71,0.71,0.71,0.71,000,0.655
2015-08-10,0.71,0.71,0.71,0.71,4300,0.655
2015-08-07,0.71,0.71,0.71,0.71,000,0.655
2015-08-06,0.71,0.71,0.71,0.71,000,0.655
2015-08-05,0.71,0.71,0.71,0.71,8000,0.655
2015-08-04,0.715,0.715,0.715,0.715,000,0.659
2015-08-03,0.715,0.715,0.715,0.715,000,0.659
2015-07-31,0.715,0.715,0.715,0.715,000,0.659
2015-07-30,0.715,0.715,0.715,0.715,4400,0.659
2015-07-29,0.68,0.68,0.68,0.68,000,0.627
2015-07-28,0.68,0.68,0.68,0.68,000,0.627
2015-07-27,0.685,0.685,0.68,0.68,3700,0.627
2015-07-24,0.71,0.71,0.71,0.71,18700,0.655
2015-07-23,0.71,0.71,0.71,0.71,000,0.655
2015-07-22,0.71,0.725,0.71,0.71,9100,0.655
2015-07-21,0.71,0.71,0.71,0.71,50000,0.655
2015-07-20,0.695,0.695,0.695,0.695,9600,0.641
2015-07-17,0.685,0.685,0.685,0.685,000,0.632
2015-07-16,0.685,0.685,0.685,0.685,10500,0.632
2015-07-15,0.665,0.665,0.665,0.665,2700,0.613
2015-07-14,0.66,0.66,0.66,0.66,000,0.609
2015-07-13,0.66,0.66,0.66,0.66,000,0.609
2015-07-10,0.66,0.66,0.66,0.66,000,0.609
2015-07-09,0.65,0.66,0.65,0.66,8000,0.609
2015-07-08,0.65,0.65,0.65,0.65,000,0.599
2015-07-07,0.65,0.65,0.65,0.65,000,0.599
2015-07-06,0.65,0.65,0.65,0.65,3600,0.599
2015-07-03,0.66,0.66,0.66,0.66,000,0.609
2015-07-02,0.66,0.66,0.66,0.66,000,0.609
2015-07-01,0.66,0.66,0.66,0.66,5000,0.609
2015-06-30,0.67,0.675,0.65,0.65,13300,0.599
2015-06-29,0.69,0.69,0.69,0.69,000,0.636
2015-06-26,0.69,0.69,0.69,0.69,000,0.636
2015-06-25,0.69,0.69,0.69,0.69,000,0.636
2015-06-24,0.69,0.69,0.69,0.69,22000,0.636
2015-06-23,0.655,0.655,0.655,0.655,000,0.604
2015-06-22,0.67,0.67,0.655,0.655,10000,0.604
2015-06-19,0.67,0.67,0.67,0.67,8000,0.618
2015-06-18,0.67,0.67,0.67,0.67,000,0.618
2015-06-17,0.67,0.67,0.67,0.67,000,0.618
2015-06-16,0.67,0.67,0.67,0.67,000,0.618
2015-06-15,0.67,0.67,0.67,0.67,000,0.618
2015-06-12,0.67,0.67,0.67,0.67,000,0.618
2015-06-11,0.68,0.68,0.67,0.67,15000,0.618
2015-06-10,0.705,0.705,0.68,0.68,9200,0.627
2015-06-09,0.705,0.705,0.705,0.705,2800,0.65
2015-06-08,0.71,0.71,0.71,0.71,000,0.655
2015-06-05,0.71,0.71,0.71,0.71,000,0.655
2015-06-04,0.71,0.71,0.71,0.71,11900,0.655
2015-06-03,0.695,0.70,0.695,0.70,92200,0.646
2015-06-02,0.695,0.695,0.67,0.695,14400,0.641
2015-06-01,0.675,0.70,0.67,0.68,28000,0.627
2015-05-29,0.685,0.685,0.685,0.685,2100,0.632
2015-05-28,0.69,0.69,0.69,0.69,1400,0.636
2015-05-27,0.685,0.69,0.68,0.69,9000,0.636
2015-05-26,0.685,0.685,0.685,0.685,000,0.632
2015-05-25,0.69,0.69,0.665,0.685,14800,0.632
2015-05-22,0.645,0.69,0.645,0.69,54700,0.636
2015-05-21,0.63,0.645,0.63,0.645,27000,0.595
2015-05-20,0.625,0.625,0.625,0.625,10000,0.576
2015-05-19,0.635,0.635,0.635,0.635,000,0.586
2015-05-18,0.635,0.635,0.635,0.635,13000,0.586
2015-05-15,0.635,0.635,0.635,0.635,5000,0.586
2015-05-14,0.645,0.645,0.645,0.645,000,0.595
2015-05-13,0.645,0.645,0.645,0.645,000,0.595
2015-05-12,0.645,0.645,0.645,0.645,000,0.595
2015-05-11,0.645,0.645,0.645,0.645,000,0.595
2015-05-08,0.645,0.645,0.645,0.645,000,0.595
2015-05-07,0.645,0.645,0.645,0.645,2600,0.595
2015-05-06,0.645,0.645,0.645,0.645,000,0.595
2015-05-05,0.64,0.645,0.64,0.645,15000,0.595
2015-05-04,0.63,0.64,0.63,0.64,48300,0.59
2015-05-01,0.64,0.64,0.64,0.64,000,0.59
2015-04-30,0.64,0.64,0.64,0.64,000,0.59
2015-04-29,0.64,0.64,0.64,0.64,5000,0.59
2015-04-28,0.645,0.645,0.645,0.645,000,0.595
2015-04-27,0.645,0.645,0.645,0.645,15400,0.595
2015-04-24,0.65,0.65,0.65,0.65,000,0.599
2015-04-23,0.63,0.65,0.63,0.65,10000,0.599
2015-04-22,0.64,0.64,0.64,0.64,000,0.59
2015-04-21,0.64,0.64,0.64,0.64,14000,0.59
2015-04-20,0.635,0.635,0.635,0.635,2700,0.586
2015-04-17,0.62,0.62,0.62,0.62,000,0.572
2015-04-16,0.62,0.62,0.62,0.62,1400,0.572
2015-04-15,0.615,0.615,0.615,0.615,000,0.567
2015-04-14,0.615,0.615,0.615,0.615,000,0.567
2015-04-13,0.63,0.63,0.615,0.615,28000,0.567
2015-04-10,0.61,0.61,0.61,0.61,000,0.563
2015-04-09,0.61,0.61,0.61,0.61,000,0.563
2015-04-08,0.61,0.61,0.61,0.61,20000,0.563
2015-04-07,0.605,0.605,0.60,0.60,55000,0.553
2015-04-06,0.615,0.615,0.615,0.615,000,0.567
2015-04-03,0.615,0.615,0.615,0.615,000,0.567
2015-04-02,0.615,0.615,0.615,0.615,000,0.567
2015-04-01,0.615,0.615,0.615,0.615,000,0.567
2015-03-31,0.615,0.615,0.615,0.615,000,0.567
2015-03-30,0.615,0.615,0.615,0.615,000,0.567
2015-03-27,0.615,0.615,0.615,0.615,000,0.567
2015-03-26,0.615,0.615,0.615,0.615,000,0.567
2015-03-25,0.615,0.615,0.615,0.615,000,0.567
2015-03-24,0.615,0.615,0.615,0.615,000,0.567
2015-03-23,0.615,0.615,0.615,0.615,000,0.567
2015-03-20,0.615,0.615,0.615,0.615,000,0.567
2015-03-19,0.615,0.615,0.615,0.615,000,0.567
2015-03-18,0.61,0.615,0.61,0.615,10000,0.567
2015-03-17,0.61,0.61,0.61,0.61,000,0.563
2015-03-16,0.61,0.61,0.61,0.61,000,0.563
2015-03-13,0.61,0.61,0.61,0.61,000,0.563
2015-03-12,0.61,0.61,0.61,0.61,5000,0.563
2015-03-11,0.61,0.61,0.61,0.61,10000,0.563
2015-03-10,0.61,0.61,0.61,0.61,000,0.563
2015-03-09,0.61,0.61,0.61,0.61,000,0.563
2015-03-06,0.61,0.61,0.61,0.61,000,0.563
2015-03-05,0.61,0.61,0.61,0.61,15000,0.563
2015-03-04,0.60,0.60,0.60,0.60,000,0.553
2015-03-03,0.60,0.60,0.60,0.60,000,0.553
2015-03-02,0.61,0.61,0.60,0.60,20000,0.553
2015-02-27,0.605,0.605,0.605,0.605,000,0.558
2015-02-26,0.605,0.605,0.605,0.605,000,0.558
2015-02-25,0.605,0.605,0.605,0.605,000,0.558
2015-02-24,0.605,0.605,0.605,0.605,000,0.558
2015-02-23,0.605,0.605,0.605,0.605,000,0.558
2015-02-20,0.605,0.605,0.605,0.605,000,0.558
2015-02-19,0.62,0.62,0.605,0.605,36000,0.558
2015-02-18,0.605,0.605,0.605,0.605,000,0.558
2015-02-17,0.605,0.605,0.605,0.605,000,0.558
2015-02-16,0.62,0.62,0.605,0.605,29300,0.558
2015-02-13,0.62,0.62,0.62,0.62,000,0.572
2015-02-12,0.62,0.62,0.62,0.62,000,0.572
2015-02-11,0.635,0.635,0.62,0.62,4000,0.572
2015-02-10,0.61,0.61,0.61,0.61,000,0.563
2015-02-09,0.61,0.62,0.61,0.61,28100,0.563
2015-02-06,0.665,0.665,0.665,0.665,000,0.613
2015-02-05,0.665,0.665,0.665,0.665,000,0.613
2015-02-04,0.65,0.665,0.65,0.665,45500,0.595
2015-02-03,0.64,0.65,0.64,0.65,5000,0.581
2015-02-02,0.61,0.61,0.61,0.61,000,0.546
2015-01-30,0.61,0.61,0.61,0.61,2100,0.546
2015-01-29,0.64,0.64,0.64,0.64,10000,0.573
2015-01-28,0.605,0.605,0.605,0.605,000,0.541
2015-01-27,0.62,0.62,0.60,0.605,13700,0.541
2015-01-26,0.65,0.65,0.65,0.65,000,0.581
2015-01-23,0.65,0.65,0.65,0.65,000,0.581
2015-01-22,0.65,0.65,0.65,0.65,000,0.581
2015-01-21,0.65,0.65,0.65,0.65,000,0.581
2015-01-20,0.65,0.65,0.65,0.65,000,0.581
2015-01-19,0.65,0.65,0.65,0.65,000,0.581
2015-01-16,0.65,0.65,0.65,0.65,000,0.581
2015-01-15,0.65,0.65,0.65,0.65,000,0.581
2015-01-14,0.65,0.65,0.65,0.65,000,0.581
2015-01-13,0.65,0.65,0.65,0.65,000,0.581
2015-01-12,0.65,0.65,0.65,0.65,000,0.581
2015-01-09,0.65,0.65,0.65,0.65,000,0.581
2015-01-08,0.65,0.65,0.65,0.65,000,0.581
2015-01-07,0.65,0.65,0.65,0.65,000,0.581
2015-01-06,0.65,0.65,0.65,0.65,000,0.581
2015-01-05,0.65,0.65,0.65,0.65,000,0.581
2015-01-02,0.65,0.65,0.65,0.65,2500,0.581
2015-01-01,0.635,0.635,0.635,0.635,000,0.568
2014-12-31,0.635,0.635,0.635,0.635,000,0.568
2014-12-30,0.635,0.635,0.635,0.635,000,0.568
2014-12-29,0.635,0.635,0.635,0.635,5000,0.568
2014-12-26,0.625,0.625,0.625,0.625,000,0.559
2014-12-25,0.625,0.625,0.625,0.625,000,0.559
2014-12-24,0.625,0.625,0.625,0.625,000,0.559
2014-12-23,0.625,0.625,0.625,0.625,000,0.559
2014-12-22,0.625,0.625,0.625,0.625,000,0.559
2014-12-19,0.62,0.625,0.62,0.625,12600,0.559
2014-12-18,0.60,0.62,0.60,0.62,19200,0.555
2014-12-17,0.60,0.60,0.60,0.60,000,0.537
2014-12-16,0.60,0.60,0.60,0.60,000,0.537
2014-12-15,0.60,0.60,0.60,0.60,000,0.537
2014-12-12,0.60,0.60,0.60,0.60,30000,0.537
2014-12-11,0.60,0.60,0.60,0.60,000,0.537
2014-12-10,0.60,0.60,0.60,0.60,17600,0.537
2014-12-09,0.605,0.605,0.605,0.605,5000,0.541
2014-12-08,0.61,0.61,0.61,0.61,43400,0.546
2014-12-05,0.61,0.61,0.605,0.605,7100,0.541
2014-12-04,0.605,0.605,0.605,0.605,000,0.541
2014-12-03,0.605,0.605,0.605,0.605,000,0.541
2014-12-02,0.605,0.605,0.605,0.605,000,0.541
2014-12-01,0.605,0.605,0.605,0.605,20000,0.541
2014-11-28,0.63,0.63,0.63,0.63,000,0.564
2014-11-27,0.63,0.63,0.63,0.63,000,0.564
2014-11-26,0.605,0.63,0.605,0.63,5800,0.564
2014-11-25,0.61,0.61,0.61,0.61,5000,0.546
2014-11-24,0.62,0.62,0.62,0.62,000,0.555
2014-11-21,0.62,0.62,0.62,0.62,000,0.555
2014-11-20,0.62,0.62,0.62,0.62,000,0.555
2014-11-19,0.62,0.62,0.62,0.62,000,0.555
2014-11-18,0.62,0.62,0.62,0.62,20000,0.555
2014-11-17,0.635,0.635,0.635,0.635,000,0.568
2014-11-14,0.635,0.635,0.635,0.635,000,0.568
2014-11-13,0.635,0.635,0.635,0.635,000,0.568
2014-11-12,0.635,0.635,0.635,0.635,000,0.568
2014-11-11,0.635,0.635,0.635,0.635,000,0.568
2014-11-10,0.635,0.635,0.635,0.635,000,0.568
2014-11-07,0.635,0.635,0.635,0.635,2700,0.568
2014-11-06,0.645,0.645,0.645,0.645,000,0.577
2014-11-05,0.645,0.645,0.645,0.645,000,0.577
2014-11-04,0.645,0.645,0.645,0.645,000,0.577
2014-11-03,0.645,0.645,0.645,0.645,000,0.577
2014-10-31,0.635,0.645,0.635,0.645,40700,0.577
2014-10-30,0.62,0.62,0.62,0.62,000,0.555
2014-10-29,0.62,0.62,0.62,0.62,4300,0.555
2014-10-28,0.62,0.62,0.62,0.62,25000,0.555
2014-10-27,0.61,0.61,0.61,0.61,000,0.546
2014-10-24,0.61,0.61,0.61,0.61,5300,0.546
2014-10-23,0.60,0.61,0.595,0.61,6900,0.546
2014-10-22,0.635,0.635,0.635,0.635,000,0.568
2014-10-21,0.635,0.635,0.635,0.635,000,0.568
2014-10-20,0.635,0.635,0.635,0.635,000,0.568
2014-10-17,0.635,0.635,0.635,0.635,000,0.568
2014-10-16,0.635,0.635,0.635,0.635,000,0.568
2014-10-15,0.635,0.635,0.635,0.635,000,0.568
2014-10-14,0.635,0.635,0.635,0.635,000,0.568
2014-10-13,0.635,0.635,0.635,0.635,000,0.568
2014-10-10,0.605,0.635,0.605,0.635,3700,0.568
2014-10-09,0.635,0.635,0.635,0.635,3200,0.568
2014-10-08,0.605,0.605,0.605,0.605,000,0.541
2014-10-07,0.615,0.615,0.605,0.605,20000,0.541
2014-10-06,0.615,0.615,0.615,0.615,000,0.55
2014-10-03,0.615,0.615,0.615,0.615,000,0.55
2014-10-02,0.615,0.615,0.615,0.615,000,0.55
2014-10-01,0.615,0.615,0.615,0.615,000,0.55
2014-09-30,0.615,0.615,0.615,0.615,000,0.55
2014-09-29,0.615,0.615,0.615,0.615,700,0.55
2014-09-26,0.615,0.615,0.615,0.615,000,0.55
2014-09-25,0.615,0.615,0.615,0.615,000,0.55
2014-09-24,0.615,0.615,0.615,0.615,000,0.55
2014-09-23,0.64,0.64,0.615,0.615,11800,0.55
2014-09-22,0.64,0.64,0.64,0.64,000,0.573
2014-09-19,0.64,0.64,0.64,0.64,000,0.573
2014-09-18,0.64,0.64,0.64,0.64,000,0.573
2014-09-17,0.64,0.64,0.64,0.64,000,0.573
2014-09-16,0.64,0.64,0.64,0.64,000,0.573
2014-09-15,0.64,0.64,0.64,0.64,000,0.573
2014-09-12,0.64,0.64,0.64,0.64,000,0.573
2014-09-11,0.64,0.64,0.64,0.64,000,0.573
2014-09-10,0.625,0.64,0.625,0.64,800,0.573
2014-09-09,0.625,0.625,0.625,0.625,5000,0.559
2014-09-08,0.635,0.635,0.635,0.635,000,0.568
2014-09-05,0.635,0.635,0.635,0.635,3000,0.568
2014-09-04,0.64,0.64,0.64,0.64,3200,0.573
